393e79902d910bab0ea61e80b0362724,2020-04-13 23:23:21 +0000,0000c3d2b42fdcc473e354544917cf06,"SAFCO Commercial Wire Shelving, Black",ECMF8DCXZYMAFRBG,Corporate,Office Supplies,Storage & Organization,Large Box,8daf39002a49f3e815be4eb78b4dcf6a
2d01506c99f0d100e30a7bca35a9bac8,2020-04-28 12:39:44 +0000,000421eca5d7fc190ce76aeaef8d216a,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",DSTFDHYRMRFHZ5ZR,Corporate,Office Supplies,Storage & Organization,Large Box,c6ded425127a420a7fc2c62078624125
1c7fdec69c3ceef2e9a6d4763e8894d7,2020-04-15 04:11:49 +0000,0004827464082980ca5c2afd70ec3f22,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,TOHFEHNJAHPWXYXB,Home Office,Office Supplies,Appliances,Large Box,468d6a8306623d068bc64c10e1bfd23d
4f9856f15c7768acddc8fba0b116ffd1,2020-05-29 09:49:59 +0000,0009845cd27e386923351b19fb122936,Sharp AL-1530CS Digital Copier,CILFMTCMEEKN3VFB,Home Office,Technology,Copiers and Fax,Large Box,99a1d65cea589a9f6d0170296eda5d68
eba4e11a9a88db7715518ad0c08a074c,2020-04-21 02:59:09 +0000,000e31456d74f5e938d9546d60afc68b,"SAFCO Commercial Wire Shelving, Black",LOCENSHE6CVTGSHJ,Corporate,Office Supplies,Storage & Organization,Large Box,7990ec382c61bf8c79e16ddfc865a85f
9338935f130b976227e75ab3cae07ea3,2020-06-28 15:10:55 +0000,00108568d1558b111add707ba4796885,Hoover Portapower™ Portable Vacuum,MSCEZHNQ8G3GKGDT,Corporate,Office Supplies,Appliances,Large Box,05f82d1c6383cf9248cc0d776db6b15b
26f0ba204d769af60df614b26479898d,2020-05-04 23:42:34 +0000,00113314d49b2de13cc756e69d473772,Sharp AL-1530CS Digital Copier,SOPF79HTNFFZKSTR,Corporate,Technology,Copiers and Fax,Large Box,6f0336bbb81406852315ba95fbbd01c9
e9bfb1a28b1108cc47e245dd7cec05d4,2020-04-28 00:54:05 +0000,00118f66e1c62295718326859ba7d714,"SAFCO Commercial Wire Shelving, Black",CBKFFN27GG3REYNH,Corporate,Office Supplies,Storage & Organization,Large Box,0c87b91cecebedec80f16f9975ec8282
804d44ceb0cc230ae8a75d8222a1864c,2020-05-19 14:02:55 +0000,001277d5797bc515fc09601e730ef3a9,Canon PC1060 Personal Laser Copier,MATFJ3YBJG5KYFSV,Corporate,Technology,Copiers and Fax,Large Box,fc62b9761551669c460b7267f4cd49eb
23a95579a4c866dceb45ce1da4618a4c,2020-04-28 18:18:42 +0000,00132d6df9591c168e19337c05ccb475,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",CBKFJV7Z4NEUU7FT,Corporate,Office Supplies,Storage & Organization,Large Box,af1da8091f43697969996b3f32fe07e7
c597fce22c0b53224af65958a9b3b506,2020-06-03 03:08:48 +0000,0014cc18f0315b879c8d2f6ebfcc5a00,Canon PC1060 Personal Laser Copier,SMPFZYZ3RRHGVSGM,Corporate,Technology,Copiers and Fax,Large Box,6f0d05281962528bd6e3c65a3a312ef3
695f67f8b0fb52aabad4b8c130879ceb,2020-05-31 07:33:25 +0000,0014cc18f0315b879c8d2f6ebfcc5a00,Sharp AL-1530CS Digital Copier,SMPFZYZ3RRHGVSGM,Corporate,Technology,Copiers and Fax,Large Box,6f0d05281962528bd6e3c65a3a312ef3
62e0eb08320740fba618cf37870bfc6e,2020-04-15 16:50:15 +0000,0019c2cccb021fa5b019241064bdbbef,Euro Pro Shark Stick Mini Vacuum,BEOFK4RSATQ9EJD2,Corporate,Office Supplies,Appliances,Large Box,06f67a952e7bf21b5889c1e60f50239b
43dfe9f60b38fb0e9ff8fb721701b8ac,2020-06-08 14:03:34 +0000,001ea9a435b2424e2cf2e5a3c450f1a6,Canon PC-428 Personal Copier,KHRFK74EFUKY6MDP,Corporate,Technology,Copiers and Fax,Large Box,2020efb9a7fdb14953a10c831b026e55
d9563b80765e2717ad4dbc48a5a5a151,2020-06-14 11:03:14 +0000,0020a522d54876083dd817ab2ce49d6c,Canon imageCLASS 2200 Advanced Copier,BSLFS9E6XFXHNMDY,Corporate,Technology,Copiers and Fax,Large Box,138d28862cbd216383ca22b2bac811c3
54bc6fc20be9bb2ff7a2c199a805c139,2020-04-22 01:43:00 +0000,0020c9e3c0b357efecb9e21cef595a6d,Sharp AL-1530CS Digital Copier,PLWE4MDRFWQVSNKG,Corporate,Technology,Copiers and Fax,Large Box,2380bec8e29392cbffae2a2d5bc3a5ad
b936edfaec95384eb42ac6ec00d94d23,2020-05-10 12:23:14 +0000,0020ef5b66dc820da888a33c1ec604e4,Canon Image Class D660 Copier,MTPFMKJZHAYMGDH9,Corporate,Technology,Copiers and Fax,Large Box,d08c16864aef53182ec1fe717032aae1
ae32ccd285affd812921b0c9be61c077,2020-05-05 00:16:56 +0000,0022ffd4172ca79078e776471b1a4ffa,Hoover® Commercial Lightweight Upright Vacuum,THBFKTCZVFTUPMAH,Corporate,Office Supplies,Appliances,Large Box,a336a197eed05cd22e17877005375e70
58f2001a2b327a4d96b768d2c8673905,2020-06-03 07:40:49 +0000,0025ad9e6365323647516b779662f6f9,Tennsco Commercial Shelving,TMRFKYH2HRVMSEXG,Corporate,Office Supplies,Storage & Organization,Large Box,be2b0e2ae04c160798774f9030d51bee
4aaad09a71a913ba946c89847dba8e21,2020-05-30 09:03:09 +0000,002a3effbca6010c8d1b3c0d1ef02407,Tennsco Industrial Shelving,HRMFE8MZHAUBQS8G,Corporate,Office Supplies,Storage & Organization,Large Box,3001ac8f09485cf73627bc9e50974440
68bd54b9245fea4aa72cb12b388bffd6,2020-06-17 16:16:59 +0000,002f5963f3b4f91284acca7ff7275e52,Canon PC1060 Personal Laser Copier,ESDFHTFGESABGV5E,Corporate,Technology,Copiers and Fax,Large Box,371ad8ae713889cfda26551133ae62a8
4437b98ea372f2fb9c79941baa21deb2,2020-05-18 22:51:26 +0000,003132d26798eda5f5438a2d6ed0395e,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,FAEFNWTPHYDXFXJY,Corporate,Office Supplies,Appliances,Large Box,595ff8f138e676a0e47e492a599bd9b0
08693c52f0a75063012dfde8398ef1ef,2020-05-20 09:43:33 +0000,003164c27b3ac2c83b7d5fc1a92f3087,Canon PC-428 Personal Copier,DNSESRZFCTPWNHHY,Corporate,Technology,Copiers and Fax,Large Box,cb3f99bec91aaf3cd31afce25f05ad8f
a4e98701feb9f150eae62227fc60ad61,2020-06-09 00:08:56 +0000,00317ea56ab0aff280bdda2acd8f4952,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,ATAFG2GYFHUYNZA9,Corporate,Office Supplies,Storage & Organization,Large Box,959c0e5257f691b1147dc64a5db65663
5f04777694dc8568cb3cf108a4780d4c,2020-04-13 18:42:38 +0000,00332c2667439fd40976ba8d7a2510ae,"Carina 42""Hx23 3/4""W Media Storage Unit",CBKFGG3KYT7HDNWE,Corporate,Office Supplies,Storage & Organization,Large Box,64cef37bb13dfb219960cc313b125a55
bfb25f1109c81d8a6814a2bd665f5c36,2020-04-21 04:26:23 +0000,00338607ad66656ae4f4ff50794ca91b,Holmes Odor Grabber,HSTFJ6QGW2ZGBNSK,Corporate,Office Supplies,Appliances,Medium Box,ef45e5995ccd78914352d616f885e169
4f5a7c85d0b78ad5a9319b2c232741ba,2020-04-06 20:43:01 +0000,00342870804c96d9ecca71820ceb6be2,High Speed Automatic Electric Letter Opener,TBHFFXVXPGEAGTUU,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,439d54d764e2e9a6636de72dc1247208
6e7a9591b0dd3c58a663030a85b46d29,2020-05-28 08:57:43 +0000,0035fbd377dd53abbf5fa79e63f32457,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,HSAFBNCQYFYMFGYT,Corporate,Technology,Office Machines,Medium Box,b2c0421d2530ee01922594d87db7996d
02c20d8d3a59915c759406b1714066f8,2020-06-23 13:16:01 +0000,0036827032324727997b5bcac1cd14e8,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,HRMFJP83JWFHN7F3,Corporate,Technology,Office Machines,Medium Box,9d3c105de066f5f52258289b7c1ca3c1
863ae218429d005eea8f70ea26efcdb6,2020-06-13 15:46:35 +0000,00376fb56eee0a741b51d901314a9147,Eldon Portable Mobile Manager,SMPF9HCHQKQGWHUE,Corporate,Office Supplies,Storage & Organization,Medium Box,c006e179c1c28fec81ea616eefd09580
a61078b03f7803c69a08d0898c4bbab2,2020-04-29 04:44:47 +0000,00392764f58ba7ef034d74eff638759a,Canon P1-DHIII Palm Printing Calculator,DSTF5FWG7YE97ZXK,Corporate,Technology,Office Machines,Medium Box,4c0a29b8f256054cc02b4216ed4860ab
060fcf4969ee0a3ba37750eb7eacd84b,2020-06-03 09:25:06 +0000,003af2482c0d846f166146bc01df1498,Bell Sonecor JB700 Caller ID,ELRFJAV8JC2FZDFR,Corporate,Technology,Telephones and Communication,Medium Box,17aec85f60a8065335ceaff6f9c2667d
ea26fff6a338233ec6e516bd2c096d78,2020-06-13 16:33:11 +0000,003bef00ab1ff1c8851f406e3390be56,Canon MP41DH Printing Calculator,OTLEU5S4QHFTQMZY,Corporate,Technology,Office Machines,Medium Box,5066ff8424243cc93399ad51464c712f
0ec1b6e51bb3b1c1261f2dea8e204a71,2020-05-31 17:00:30 +0000,003c97b3e3c44b350bb92ed890a5bcdf,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,PLWFADSD2XH4ZDGA,Corporate,Technology,Telephones and Communication,Medium Box,4ae2980dda020aea4f21add6546bf6d2
c54ec8dd4b35f5e88f00660e26448d73,2020-06-02 08:55:28 +0000,00439078bcd8780de3e0da71d2f7a9ab,Bionaire Personal Warm Mist Humidifier/Vaporizer,SMPFJRE9FZGHZ46N,Corporate,Office Supplies,Appliances,Medium Box,12578523062dd792f3e804c52c763b42
3e4cd0d4c049e077745dfe5ccdb9ca49,2020-05-06 21:01:33 +0000,00453e2d8e710d69bb957d16d85e35f8,Canon MP41DH Printing Calculator,TMRF7ZYVNHHDPHG6,Corporate,Technology,Office Machines,Medium Box,e4b50e515877410f228dc31a275e1709
b3e71656ba0299299ed8793829038677,2020-06-24 16:26:54 +0000,00498ec01d0774265d4f0cb806d3cb91,Honeywell Quietcare HEPA Air Cleaner,FCWFHHX9FGP6QFZY,Corporate,Office Supplies,Appliances,Medium Box,4a8723b96c80c962b5f58afbd191589e
